T (K) \ filling,0.9,0.906,0.912,0.918,0.924,0.93,0.936,0.942,0.948,0.954,0.96,0.966,0.972,0.978,0.984,0.99,0.996,1.002,1.008,1.014,1.02,1.026,1.032,1.038,1.044,1.05,1.056,1.062,1.068,1.074,1.08,1.086,1.092,1.098,1.104,1.11,1.116,1.122,1.128,1.134,1.14,1.146,1.152,1.158,1.164,1.17,1.176,1.182,1.188,1.194,1.2,1.206,1.212,1.218,1.224,1.23,1.236,1.242,1.248,1.254,1.26,1.266,1.272,1.278,1.284,1.29,1.296,1.302,1.308,1.314,1.32,1.326,1.332,1.338,1.344,1.35,1.356,1.362,1.368,1.374,1.38,1.386,1.392,1.398,1.404,1.41,1.416,1.422,1.428,1.434,1.44,1.446,1.452,1.458,1.464,1.47,1.476,1.482,1.488,1.494,1.5
17.5,5376.955627448962,5377.216550241805,5383.242021149337,5399.144402292356,5429.282250894665,5468.460728133941,5507.654147584219,5537.360439429219,5568.979635670466,5597.438685514076,5622.332896304947,5645.674860265175,5667.02675925622,5679.712221625171,5690.384500567197,5700.035114195847,5700.035114195847,5693.394420785683,5680.681488656305,5662.864010188249,5639.459390806058,5614.090622676275,5587.610140959517,5563.074172727897,5528.652187026856,5496.609040766169,5457.777047269685,5418.598570030407,5370.096722192369,5325.276773399932,5278.863804324505,5236.2356068372,5186.500226476268,5133.305997688895,5087.153348711874,5032.001515429489,4971.596240635101,4916.635173618447,4868.701692448059,4815.600347441191,4769.507870970813,4721.722077423901,4669.986768214542,4618.661342109726,4565.455448991676,4512.234677268169,4464.544935330725,4413.328912565438,4364.16421145843,4316.5730478926125,4272.570434245534,4228.053551324971,4184.082216837704,4135.984363535908,4093.492034730535,4046.019811858609,4000.709185134412,3960.409402433219,3910.9026163847,3864.123780193684,3813.235056297134,3767.2567146331007,3719.9499889507024,3676.5834291863007,3629.292016622825,3585.5638330532697,3544.1689095457727,3500.526692416074,3458.2670251879495,3417.0409176084145,3369.872643867047,3323.8957005625502,3282.685763744798,3247.353007434107,3208.4780830201207,3166.2432414826394,3123.8859180035647,3081.5285945244905,3035.6476628706446,2998.239436619718,2960.879483498596,2920.641496035034,2878.2992070067467,2839.5076340395317,2792.656756768748,2752.909903503416,2716.7044023670037,2682.403972814782,2641.776756087543,2601.3421112157507,2565.094769838353,2528.1314798264475,2487.697905659627,2447.2543970645925,2404.93448646605,2368.0579230182307,2325.8346873989985,2286.317472869224,2245.689457902919,2208.9379606625866,2169.479077257966
17,5156.257912688601,5166.907460641356,5177.55700859411,5197.020974377223,5219.857691895816,5248.221148697691,5278.4679797531935,5312.500930904542,5342.798650678237,5371.755809477199,5395.0086572332675,5419.920592274165,5435.781664523021,5451.952355364499,5467.802052527761,5474.919352191441,5476.517554967879,5473.311839512806,5465.852869098812,5446.14008275245,5419.323490044924,5398.009282858906,5373.132771115225,5348.496577605353,5319.8174430702,5283.694061373345,5246.356211798395,5207.666732675331,5165.068810310454,5120.73459539165,5074.5162361002995,5031.918184738765,4985.808203111627,4932.528038844785,4877.529112054423,4829.789512511453,4783.697036041074,4735.531074447351,4684.171123153838,4638.04592277936,4593.828949600212,4545.465377798299,4495.747628055228,4447.991376191319,4399.431223673973,4355.242925596586,4306.493320994009,4257.888238623954,4212.395477004941,4164.906682497865,4115.364921524248,4070.7994821360703,4020.553918750065,3978.046501123973,3931.3569069793325,3888.894660680494,3843.7169540720006,3801.2846847835594,3750.4484870049964,3704.886646135579,3657.934525277069,3622.5118743854878,3578.504147565225,3536.0718782767844,3493.6247777163103,3452.2948506657494,3407.483653112758,3366.2979078977196,3323.8957005625502,3281.4634312741105,3247.353007434107,3212.0054303363722,3167.1929902593074,3127.2008868758967,3082.6193526410498,3039.171271045416,2998.239436619718,2962.9689904130664,2919.6091451862653,2873.761940608644,2832.970755324872,2791.674120376051,2753.5178818275263,2714.7945982348565,2668.3146140506237,2632.1389934913304,2589.726220466979,2552.8125332293625,2515.8578615385527,2478.8400361453446,2438.342033235004,2396.905959074331,2361.645601621533,2319.347956895137,2274.645848840369,2235.1336308649434,2196.4092471997533,2156.941744922069,2115.995016990881,2076.5964721469386,2038.6699198738029
16.5,5028.418653837561,5028.418653837561,5033.716531001492,5053.277528709096,5081.72433426639,5113.798910263007,5149.244165422097,5181.230381241113,5211.3679166567335,5238.093108803811,5259.238296668107,5273.432729114226,5289.517128757719,5303.300372262708,5319.371244606446,5326.927147145536,5330.960057316854,5327.392680160009,5320.287778374828,5309.600573168547,5292.023845265675,5277.583736342468,5257.73288105267,5234.3794217965715,5206.106892984794,5174.120677165777,5134.94392231043,5101.164482176917,5060.367297695825,5019.55492600738,4978.640515851692,4932.424672266,4888.102844065131,4842.137996089902,4801.1438955003805,4754.797187120853,4708.591563151164,4662.400844221465,4611.2958195670535,4567.379198743501,4519.680098961764,4475.179372464097,4431.051632289249,4384.975534618033,4346.439168037274,4300.395656250046,4249.292289595394,4196.180591654809,4143.668138473526,4097.673555712218,4055.878300514201,4009.916188481738,3963.9392451772414,3924.2773923045524,3878.8575741502605,3835.526619019512,3788.9612029146083,3744.7033819749627,3703.1959545179684,3661.732362763901,3624.1623664564345,3580.4977747498906,3537.099394126226,3493.459680251034,3451.1925084278705,3412.3049131554867,3369.872643867047,3323.8957005625502,3279.143595641503,3236.741323911265,3194.3390521810275,3148.409433134537,3111.974363191089,3074.2017524098596,3031.799480679622,2993.2903393915703,2953.018443864663,2907.5511853209055,2873.2803903802537,2835.9717126287137,2802.674981197553,2761.294717900489,2714.4367260646327,2670.1976565273994,2629.5356129610273,2594.2900397251906,2551.0909854042648,2513.213393909198,2470.0961792473017,2434.912609266089,2401.4047897541323,2365.179029475293,2325.5783020708327,2291.1544551498605,2255.1120543394086,2215.5674468217126,2173.2996096762463,2129.531070301808,2086.559846750759,2049.3064662862275,2014.083342194497
16,4583.478916356792,4592.202800947135,4601.201636080603,4619.470971113645,4646.135579384809,4671.153620832598,4704.223552467168,4735.906200424334,4769.507870970813,4796.029197775351,4817.442605596633,4842.137996089902,4861.602073029334,4879.26540460835,4893.542918464517,4902.517607492309,4909.609668992525,4915.015342389254,4916.812167426834,4918.55018134615,4911.5357500649325,4895.499503015337,4874.253222971537,4845.795983544039,4824.402698383886,4797.871327772688,4767.640818561357,4737.783154806405,4705.887598633218,4675.645979752685,4640.454997258784,4606.934819351907,4562.829603762828,4520.3522900038015,4476.286594189454,4440.515195351835,4401.988794478869,4361.518249648004,4320.59663834366,4276.623744645875,4239.204482208452,4197.324141899679,4157.223101806332,4116.825232801217,4071.4644969755777,4030.4404289265703,3991.5105190902,3946.1622235197806,3905.64881134821,3860.898064646723,3812.9012025486713,3761.5079217839775,3719.045675485139,3677.5177196622626,3639.914957129907,3600.695391328061,3567.641084675251,3525.4526875006495,3483.020418212209,3440.588148923769,3398.1558796353293,3356.9085462743296,3318.018520055489,3279.143595641503,3240.28349201456,3199.1469257484764,3156.5923883230294,3112.833135265937,3073.9318084369297,3036.722180671055,2996.813947566341,2961.5186455131734,2922.6997352852345,2885.904051605486,2850.0858089714757,2813.2754158745947,2775.0277671376116,2733.6815007693217,2689.7270536121423,2648.0901681409255,2609.3123067207566,2573.133825253512,2533.4744234714085,2495.59060729128,2456.8263904186447,2421.566032965847,2383.8006120110117,2344.249879309251,2309.8689729320995,2272.7286162722644,2232.0193918885943,2197.18451304954,2158.46122945687,2123.2381053651393,2081.716833561342,2042.2618414678814,2001.4074366948546,1967.6209232731628,1928.2190236264169,1885.995788007184,1846.6484122815818
15.5,4387.829765129308,4394.051315282965,4397.871123083893,4417.198031342318,4437.752378345082,4473.222973757115,4501.942511184493,4534.1938819628,4562.527207867363,4582.449630811472,4605.306917521855,4626.552997909541,4650.831198528658,4665.252229002212,4676.112338464462,4686.513366584504,4693.585554906776,4693.368699476496,4696.9072961998745,4696.699627737291,4691.7084930464425,4677.308044691409,4657.437364973818,4636.396639815744,4614.839442608941,4595.463090165166,4576.386854856575,4548.353116145836,4514.880483827369,4484.599418475943,4451.5157137026445,4419.261604816887,4383.424417489942,4348.446007562773,4307.48270211081,4265.956117701653,4231.996143465464,4194.11968341557,4150.1385716280165,4111.1959340440635,4070.027334034359,4032.548333637482,3993.632170299386,3956.127787466142,3920.117422052217,3878.4859111630644,3840.999632444482,3798.5973607142428,3760.179699798075,3719.9499889507024,3677.5177196622626,3635.085450373822,3588.8273056312382,3549.980962032218,3514.4639046178527,3472.1215009427515,3434.5112252088993,3393.3009823647767,3352.163883567641,3306.21682429837,3263.8632703524763,3223.8653445990476,3183.8908925092237,3146.3782696177063,3109.534508720551,3075.2865127726127,3041.0188490636274,3004.237319579978,2970.3033440069057,2931.4009174624885,2890.4536346498144,2850.0858089714757,2811.8367926034084,2776.6036687376964,2737.2174221801397,2695.5556606506307,2657.7438989232655,2622.4835414704676,2580.9910325027467,2544.9403235082355,2504.4088057758318,2465.6172328086163,2422.5386642091707,2383.8006120110117,2346.727043787206,2314.4514537611312,2278.4802659328147,2241.388216160534,2206.1898879704363,2162.7363438394736,2122.4889311450047,2082.8956614872836,2039.3134861863975,1997.1949633221543,1960.5787841163594,1927.5391397227618,1891.0372177707663,1853.0349552993364,1815.6286480447586,1776.9178661400936,1738.8178359521135
15,4217.980779933953,4225.060294608734,4233.091006880526,4243.714146902426,4261.954817559863,4287.73774897038,4321.656793832338,4355.979369967719,4392.497537362995,4419.261604816887,4438.9460993918665,4453.489769485159,4469.221921264517,4487.7732562375195,4503.902226595187,4514.52912438821,4527.106836102035,4532.907869837853,4534.51634359559,4527.106836102035,4519.680098961764,4512.932744380507,4500.350018801434,4486.542363114104,4472.006670421999,4452.327816789898,4428.330482706196,4400.002375522615,4371.689115355378,4344.439308523366,4316.5730478926125,4282.688727902208,4248.854690210381,4218.5328609078815,4186.704951123544,4154.2799896107745,4113.911749476643,4071.4644969755777,4031.8024448370306,3995.042855552669,3963.8724094024446,3919.973028287623,3885.347482468182,3850.791470832079,3812.402009692132,3772.119772921227,3734.0990224708603,3688.669971159711,3652.0878164580386,3611.995502426322,3570.6692962860566,3527.3405136702568,3489.76293581892,3449.8559696684706,3415.8347558995097,3376.947160627126,3339.2122455270865,3295.692352319583,3261.5583231178302,3226.2630210646626,3193.207964241215,3154.361620642195,3113.5428205496046,3073.668274696665,3031.3706299702685,2993.2903393915703,2960.475489949414,2924.162622795597,2883.866019980931,2843.0287608000945,2800.7012664220615,2763.480618630774,2729.8285943912747,2690.1457956733893,2658.6793934562734,2620.8131139779853,2580.1858967440717,2545.836112511998,2503.5296967119175,2467.4356426727063,2423.3904685362413,2386.487950855613,2346.9389261041724,2311.7553561229593,2277.050312168741,2237.4954924065523,2197.18451304954,2159.979664103004,2119.72317725871,2086.559846750759,2051.376276769546,2012.6654948648813,1971.830361889909,1933.897290234284,1895.2284880822813,1856.5449381033704,1817.86138812446,1782.702568776491,1745.6882263940797,1708.2580844900156,1666.6666666666667
14.5,3885.552923328103,3889.8709589544064,3894.9610953330657,3897.892815368802,3915.496993111922,3946.352325285294,3975.9924763590316,4006.3572997909523,4038.1994242500205,4061.5131432637995,4088.3437474063626,4111.002386988688,4132.203590861243,4146.347610787409,4164.603602842806,4178.164242612937,4194.356837125479,4204.9536998612775,4212.023215280824,4209.966048421771,4207.3689287967045,4202.3373436417405,4196.742235909613,4193.2098994471435,4181.1211356457525,4163.436016812732,4144.885049975694,4123.6765037170535,4101.6575763497785,4079.0490201011717,4053.6725883250274,4027.528558992307,3999.2952783650453,3971.061997737784,3946.352325285294,3916.5888300790225,3883.975531629212,3848.605293963173,3811.889044287662,3773.861467139351,3744.7033819749627,3717.320164570019,3683.286631380747,3648.565449427394,3614.540953802239,3575.974318540212,3540.626741442478,3504.243968492446,3470.1111106165613,3433.51363216369,3399.3557987753948,3359.2682843629455,3325.0693977712594,3288.5904051605485,3252.1086188639006,3217.935099049287,3181.6487158243585,3145.0719822812844,3109.534508720551,3069.8612660985486,3032.4376367097084,2999.6437003712313,2964.0126568415317,2924.162622795597,2881.8351284175646,2842.0238435042647,2805.77826335717,2776.008995147355,2748.1491687741773,2714.4367260646327,2676.3083830874098,2637.5157322464097,2598.723081405409,2554.6928880745677,2517.632686986345,2478.8808941504512,2443.65777005872,2410.9953178384885,2371.393186292187,2334.5030068880774,2295.7797232954076,2256.2452849408946,2221.8333156110066,2187.393813324193,2149.3979037473623,2114.16477988165,2083.1848751546795,2046.4960982398493,2009.1530411503138,1967.6209232731628,1930.3873074302503,1891.7037574513392,1855.2398300476168,1815.946527672401,1777.3037253547168,1740.5090359935464,1699.5110605396485,1663.1419360357252,1631.5078473186975,1598.1737850646969,1561.954367854335
14,3689.9756370287537,3685.14636298494,3687.370686210377,3707.629534733895,3734.565707889921,3764.130893580468,3791.527845294697,3822.4934037917633,3851.0520487264666,3877.3383087151474,3900.4565885550833,3922.4020594153153,3949.8759334600645,3968.2064476351957,3985.1712355132327,4002.8336916161816,4016.255609533503,4027.528558992307,4038.871960256578,4045.2739410100985,4049.4836437794193,4048.1317947385987,4038.1994242500205,4026.848720011497,4010.6087193654334,3996.46968852634,3985.1627954574788,3973.8191532781716,3955.462645850939,3935.6560094089596,3915.2073131691586,3893.9987669105185,3864.9256730802035,3837.4574643411866,3809.194223450042,3783.985052794902,3753.5415170207557,3727.9170273058185,3702.2711126865224,3675.6384245905974,3646.9771354558447,3611.002540551104,3579.5016658564637,3547.9286007836645,3514.6459012070222,3479.325655920956,3445.2253352462026,3409.8925789355117,3376.947160627126,3340.390517279722,3305.02022188416,3272.014041272201,3239.1361355444046,3200.274976406254,3157.8877189551495,3122.3535448964853,3092.959124671974,3060.062721570767,3026.8698155434704,2992.924556265636,2961.1339680582396,2927.683749556161,2885.83522011835,2845.068467255048,2807.88206420116,2775.627369347914,2742.3391883760573,2712.5251509054324,2682.6650321862357,2645.5053852526926,2603.17789087466,2561.75242199733,2521.189860857073,2479.7165345011244,2447.9672150550364,2418.8985135153125,2385.4775684415254,2348.382554990764,2315.011320710101,2280.5837400225014,2245.338166786665,2208.9379606625866,2171.006317989223,2132.3102942934433,2090.087058674211,2047.8638230549786,2011.2496423651978,1973.2734558029472,1937.4220208652255,1904.25643425639,1869.7202235376128,1836.732886749932,1795.7738158532118,1759.3260811494872,1718.3124800623825,1678.981798210972,1639.1178883138496,1606.8937242097377,1574.1375270248168,1539.5434207325611,1502.2863183061518
13.5,3396.8221091253404,3400.343235885904,3409.801552756409,3426.3452879918573,3446.3163039373226,3468.732545442963,3495.5911942241687,3520.2834654988756,3544.975736773583,3571.926129800831,3600.1295553264845,3624.827888115073,3646.3126476806365,3669.729251334207,3691.2767587156113,3709.345629446601,3725.2834324390374,3735.887619315615,3745.151337490599,3751.3241388097495,3757.520496968079,3763.2646044035523,3756.195088984005,3749.5709551426203,3746.035033731803,3738.0893160646924,3731.0272946387854,3723.070905688723,3713.3796436122016,3694.4302201331398,3675.4941413184997,3655.9565134295462,3632.203409905188,3611.002540551104,3590.824357912179,3567.150652649258,3542.4757945407796,3516.558385897292,3487.30106380304,3464.9177923615866,3441.573246634806,3409.801552756409,3378.0446639543766,3352.163883567641,3322.7452953012194,3296.9356187414487,3267.5982703009254,3234.56917978459,3204.9507357038688,3173.1453267094294,3142.250751363585,3108.2045113763274,3077.743920513155,3048.386069244867,3012.3387383122267,2976.695966410201,2938.4754342225674,2906.647524438229,2876.803998555025,2845.5585150829916,2813.8204179786117,2777.5847616118936,2744.274470351521,2708.989229494615,2670.1976565273994,2633.0690408147875,2598.723081405409,2562.563110126154,2529.9422436878913,2495.59060729128,2465.658305681707,2438.342033235004,2403.9432463479284,2373.0660983585226,2338.8547942453097,2299.2946514018363,2264.0862959155947,2225.3482437174353,2193.2267410475943,2160.7428773338734,2119.925434962717,2082.600482053286,2045.8634157888507,2011.9828090731207,1975.360058601827,1940.1517031155852,1904.25643425639,1866.2052954311844,1833.2204330353652,1793.2472650154998,1756.4158021468927,1722.4328309256964,1687.2120956042038,1650.2481592823965,1612.103621313027,1576.3538073965192,1535.2113092073396,1491.9073361580542,1458.6977834455,1420.033760623908,1381.856633425065
